driver_gender,driver_sobriety_condition,driver_age,driver_aggressive_driving,vehicle_type,vehicle_year,vehicle_maneuver,road_alignment,road_surface_condition,crash_location,crash_type,traffic_control,season,day_of_week,crash_time,light_condition,weather_condition,area type,INJURY_SEVERITY
Male,Sober,15-20,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Afternoon Peak,Daylight,Clear,Urban,not_serious
Male,Sober,31-40,N,Car,>10 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Afternoon Peak,Daylight,Clear,Urban,not_serious
Male,Sober,51-60,N,SUV,<5 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Afternoon Peak,Daylight,Clear,Urban,not_serious
Male,Sober,21-25,N,Car,<5 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekday,Morning Off-Peak,Dark-Lighted,Clear,Urban,not_serious
Female,Sober,15-20,Y,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,15-20,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekday,Afternoon Peak,Daylight,Clear,Urban,not_serious
Female,Sober,51-60,N,SUV,5-10 Years,Lane Changing,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Cloudy,Urban,not_serious
Male,Sober,26-30,N,Heavy Vehicle,5-10 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Cloudy,Urban,not_serious
Male,Sober,41-50,N,Car,<5 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Night Off-Peak,Dark-Lighted,Clear,Urban,not_serious
Male,Sober,51-60,N,SUV,5-10 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Night Off-Peak,Dark-Lighted,Clear,Urban,not_serious
Male,Sober,15-20,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Night Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Female,Sober,26-30,N,SUV,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Night Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,21-25,Y,Car,<5 Years,Straight,Straight,Wet,Not Intersection,Other,Uncontrolled,Autumn,weekday,Morning Off-Peak,Dark-Not Lighted,Rain,Rural,not_serious
Male,Sober,26-30,Y,Car,<5 Years,Straight,Straight,Wet,Not Intersection,Other,Uncontrolled,Autumn,weekday,Morning Off-Peak,Dark-Not Lighted,Rain,Rural,not_serious
Male,Sober,60+,Y,Pickup,>10 Years,Turning,Curve,Wet,Intersection,Other,Uncontrolled,Autumn,weekday,Afternoon Peak,Daylight,Cloudy,Rural,not_serious
Female,Sober,15-20,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,15-20,N,Car,5-10 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,31-40,N,SUV,5-10 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,51-60,N,SUV,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,41-50,N,Car,5-10 Years,Turning,Curve,Dry,Intersection,Rear End,Stop/Warning/Yield Sign,Autumn,weekday,Afternoon Peak,Daylight,Clear,Urban,not_serious
Male,Sober,31-40,N,Car,5-10 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Male,Sober,31-40,N,Car,5-10 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Afternoon Peak,Daylight,Clear,Rural,not_serious
Male,Sober,31-40,N,SUV,<5 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,31-40,N,Car,5-10 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,21-25,N,Car,5-10 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,21-25,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekday,Night Off-Peak,Dark-Lighted,Clear,Rural,not_serious
Female,Sober,21-25,N,Car,5-10 Years,Turning,Straight,Dry,Intersection,Other,Uncontrolled,Autumn,weekday,Night Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,51-60,N,SUV,>10 Years,Turning,Curve,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekday,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,26-30,N,Car,<5 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Afternoon Peak,Daylight,Clear,Urban,not_serious
Female,Sober,51-60,N,Car,5-10 Years,Lane Changing,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,51-60,N,Car,>10 Years,Straight,Curve,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,41-50,N,Car,<5 Years,Lane Changing,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,31-40,N,Pickup,<5 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Female,Sober,51-60,N,Car,<5 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Afternoon Peak,Daylight,Clear,Rural,not_serious
Male,Sober,41-50,N,SUV,5-10 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Male,Sober,26-30,N,Car,5-10 Years,Other,Straight,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Clear,Rural,not_serious
Female,Sober,15-20,N,Car,<5 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Clear,Rural,not_serious
Male,Sober,41-50,N,SUV,<5 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Clear,Rural,not_serious
Male,Sober,60+,N,Car,>10 Years,Other,Straight,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekend,Day Off-Peak,Daylight,Clear,Rural,serious
Female,Sober,21-25,N,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Cloudy,Rural,not_serious
Female,Sober,51-60,N,Van,>10 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Cloudy,Rural,not_serious
Male,Sober,60+,N,Car,>10 Years,Lane Changing,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Clear,Rural,serious
Male,Sober,31-40,N,Car,5-10 Years,Turning,Curve,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekday,Night Off-Peak,Dusk,Clear,Rural,not_serious
Male,Sober,60+,N,SUV,>10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,51-60,N,Car,>10 Years,Slowing,Straight,Wet,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Cloudy,Rural,not_serious
Male,Sober,31-40,N,Car,5-10 Years,Straight,Straight,Wet,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Cloudy,Rural,not_serious
Female,Sober,31-40,N,Car,>10 Years,Slowing,Straight,Wet,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Clear,Rural,not_serious
Female,Sober,21-25,N,SUV,<5 Years,Slowing,Straight,Wet,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Clear,Rural,not_serious
Male,Sober,41-50,N,Car,<5 Years,Slowing,Straight,Wet,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Clear,Rural,not_serious
Female,Sober,26-30,Y,SUV,<5 Years,Turning,Curve,Wet,Intersection,Other,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Cloudy,Rural,not_serious
Female,Sober,31-40,N,SUV,<5 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Day Off-Peak,Daylight,Clear,Rural,serious
Female,Sober,51-60,N,SUV,>10 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekday,Night Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Female,Sober,60+,N,SUV,<5 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,60+,N,SUV,<5 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Not Sober,41-50,N,Car,>10 Years,Other,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Male,Sober,41-50,N,Heavy Vehicle,5-10 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,26-30,N,SUV,<5 Years,Lane Changing,Straight,Dry,Intersection,Rear End,Uncontrolled,Autumn,weekend,Afternoon Peak,Daylight,Clear,Rural,not_serious
Male,Sober,31-40,N,Car,<5 Years,Lane Changing,Straight,Dry,Intersection,Rear End,Uncontrolled,Autumn,weekend,Afternoon Peak,Daylight,Clear,Rural,not_serious
Male,Sober,31-40,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekend,Afternoon Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,51-60,N,Car,>10 Years,Lane Changing,Straight,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekend,Morning Peak,Daylight,Clear,Rural,not_serious
Female,Sober,15-20,Y,SUV,>10 Years,Straight,Curve,Wet,Intersection,Other,Uncontrolled,Autumn,weekend,Day Off-Peak,Daylight,Cloudy,Rural,not_serious
Male,Sober,15-20,N,Car,<5 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,51-60,N,Heavy Vehicle,<5 Years,Straight,Straight,Wet,Not Intersection,Other,Uncontrolled,Autumn,weekday,Morning Off-Peak,Dark-Lighted,Rain,Rural,not_serious
Female,Sober,15-20,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Angle,Uncontrolled,Autumn,weekend,Day Off-Peak,Daylight,Clear,Rural,serious
Female,Sober,21-25,N,SUV,<5 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Male,Sober,26-30,N,Van,5-10 Years,Straight,Straight,Dry,Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Clear,Urban,not_serious
Male,Sober,15-20,N,Car,>10 Years,Slowing,Straight,Dry,Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Clear,Urban,not_serious
Male,Sober,26-30,N,Heavy Vehicle,<5 Years,Other,Straight,Dry,Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Clear,Urban,not_serious
Female,Sober,15-20,N,Car,>10 Years,Turning,Curve,Dry,Intersection,Other,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Cloudy,Rural,not_serious
Male,Sober,31-40,N,SUV,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Off-Peak,Dark-Lighted,Clear,Rural,not_serious
Male,Not Sober,41-50,N,SUV,<5 Years,Straight,Straight,Wet,Not Intersection,Other,Uncontrolled,Summer,weekday,Afternoon Peak,Daylight,Rain,Rural,serious
Female,Sober,31-40,N,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,60+,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,31-40,N,SUV,>10 Years,Other,Straight,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Cloudy,Urban,not_serious
Female,Sober,26-30,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Angle,Uncontrolled,Autumn,weekend,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,15-20,N,Pickup,>10 Years,Straight,Straight,Dry,Not Intersection,Angle,Uncontrolled,Autumn,weekend,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,51-60,N,Pickup,<5 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,26-30,N,Car,5-10 Years,Straight,Straight,Dry,Intersection,Other,Uncontrolled,Autumn,weekend,Morning Off-Peak,Dark-Lighted,Clear,Urban,not_serious
Female,Sober,60+,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Clear,Urban,serious
Male,Sober,15-20,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Summer,weekday,Afternoon Peak,Daylight,Cloudy,Rural,serious
Male,Sober,31-40,N,SUV,>10 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekday,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,31-40,N,Car,<5 Years,Lane Changing,Straight,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekend,Night Off-Peak,Dark-Lighted,Clear,Rural,not_serious
Male,Sober,31-40,N,SUV,5-10 Years,Lane Changing,Straight,Dry,Intersection,Other,Uncontrolled,Autumn,weekday,Morning Off-Peak,Dark-Lighted,Clear,Urban,serious
Male,Sober,15-20,N,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Off-Peak,Daylight,Clear,Urban,not_serious
Female,Sober,21-25,N,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Summer,weekday,Morning Off-Peak,Dark-Lighted,Clear,Urban,not_serious
Female,Sober,51-60,N,Car,5-10 Years,Lane Changing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Night Off-Peak,Dusk,Clear,Urban,not_serious
Male,Sober,21-25,N,Car,<5 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Night Off-Peak,Dusk,Clear,Urban,not_serious
Male,Sober,26-30,N,Pickup,<5 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,60+,N,Pickup,>10 Years,Straight,Straight,Wet,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Night Off-Peak,Dark-Not Lighted,Cloudy,Rural,not_serious
Male,Sober,21-25,N,Car,<5 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,41-50,N,SUV,>10 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,26-30,N,Pickup,5-10 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,31-40,N,SUV,5-10 Years,Straight,Straight,Dry,Intersection,Rear End,Signalized Control,Autumn,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,60+,N,Heavy Vehicle,<5 Years,Straight,Straight,Dry,Intersection,Rear End,Signalized Control,Autumn,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,31-40,N,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Night Off-Peak,Dark-Lighted,Clear,Urban,not_serious
Female,Sober,26-30,Y,Car,>10 Years,Turning,Curve,Dry,Intersection,Other,Uncontrolled,Autumn,weekend,Morning Off-Peak,Dark-Lighted,Cloudy,Rural,not_serious
Female,Sober,31-40,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Clear,Urban,not_serious
Female,Sober,26-30,N,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Night Off-Peak,Dark-Lighted,Clear,Rural,not_serious
Male,Sober,31-40,N,Pickup,<5 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Cloudy,Urban,not_serious
Male,Sober,51-60,N,Heavy Vehicle,<5 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekday,Afternoon Peak,Dark-Lighted,Clear,Urban,not_serious
Male,Sober,60+,N,Pickup,>10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekday,Afternoon Peak,Dark-Lighted,Clear,Urban,not_serious
Female,Sober,21-25,N,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Clear,Rural,not_serious
Male,Sober,31-40,N,Car,5-10 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Clear,Rural,not_serious
Male,Sober,41-50,N,Heavy Vehicle,5-10 Years,Stopped,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Clear,Rural,not_serious
Male,Sober,31-40,N,Pickup,5-10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,51-60,N,Car,<5 Years,Stopped,Straight,Dry,Intersection,Rear End,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Cloudy,Rural,not_serious
Male,Not Sober,31-40,N,SUV,>10 Years,Lane Changing,Straight,Wet,Intersection,Sideswipe,Uncontrolled,Autumn,weekend,Night Off-Peak,Dark-Lighted,Rain,Rural,not_serious
Male,Sober,60+,Y,Car,5-10 Years,Straight,Straight,Wet,Not Intersection,Other,Uncontrolled,Autumn,weekend,Day Off-Peak,Daylight,Rain,Rural,not_serious
Male,Sober,21-25,N,Car,<5 Years,Lane Changing,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,31-40,N,Car,<5 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Off-Peak,Dark-Lighted,Clear,Urban,not_serious
Female,Sober,26-30,N,Car,5-10 Years,Straight,Curve,Dry,Not Intersection,Other,Uncontrolled,Winter,weekend,Morning Off-Peak,Dark-Lighted,Cloudy,Urban,not_serious
Male,Sober,60+,N,Pickup,5-10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekday,Night Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Female,Sober,15-20,N,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,31-40,N,SUV,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,51-60,N,Pickup,5-10 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,41-50,N,SUV,<5 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekend,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,15-20,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,51-60,N,SUV,<5 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Afternoon Peak,Daylight,Clear,Rural,not_serious
Male,Sober,51-60,N,Car,<5 Years,Stopped,Straight,Wet,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Afternoon Peak,Daylight,Cloudy,Rural,not_serious
Male,Sober,41-50,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,41-50,N,SUV,<5 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,26-30,Y,Car,>10 Years,Straight,Curve,Dry,Intersection,Other,Uncontrolled,Autumn,weekend,Morning Peak,Daylight,Clear,Urban,not_serious
Female,Sober,21-25,N,Car,>10 Years,Stopped,Straight,Wet,Not Intersection,Rear End,Signalized Control,Autumn,weekday,Afternoon Peak,Dusk,Rain,Rural,not_serious
Female,Sober,31-40,N,SUV,>10 Years,Lane Changing,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekend,Afternoon Peak,Dusk,Clear,Rural,not_serious
Female,Sober,41-50,N,Pickup,<5 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekend,Afternoon Peak,Dusk,Clear,Rural,not_serious
Male,Sober,21-25,N,Car,>10 Years,Lane Changing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,31-40,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,41-50,N,Car,<5 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Cloudy,Rural,not_serious
Female,Sober,31-40,N,SUV,5-10 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Cloudy,Rural,not_serious
Female,Sober,51-60,N,Pickup,<5 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekday,Afternoon Peak,Dusk,Clear,Rural,not_serious
Male,Sober,31-40,N,Pickup,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,41-50,N,Pickup,>10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekend,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,21-25,N,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Peak,Daylight,Clear,Urban,not_serious
Female,Sober,15-20,N,Car,5-10 Years,Straight,Straight,Dry,Not Intersection,Angle,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Female,Sober,51-60,N,Car,>10 Years,Slowing,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Morning Off-Peak,Dark-Lighted,Clear,Rural,not_serious
Male,Not Sober,21-25,N,Pickup,5-10 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Winter,weekday,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,26-30,N,Car,<5 Years,Straight,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Winter,weekday,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Female,Sober,60+,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Angle,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
Male,Sober,21-25,N,SUV,5-10 Years,Lane Changing,Straight,Dry,Not Intersection,Angle,Uncontrolled,Autumn,weekday,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,21-25,N,SUV,5-10 Years,Straight,Straight,Dry,Not Intersection,Angle,Uncontrolled,Autumn,weekday,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,21-25,N,Pickup,>10 Years,Straight,Curve,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekend,Night Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Male,Sober,31-40,N,Heavy Vehicle,<5 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekday,Morning Off-Peak,Dark-Not Lighted,Clear,Rural,not_serious
Female,Sober,26-30,N,SUV,<5 Years,Lane Changing,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekend,Afternoon Peak,Daylight,Clear,Rural,not_serious
Male,Sober,41-50,N,Pickup,<5 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekend,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,21-25,N,SUV,5-10 Years,Stopped,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekend,Afternoon Peak,Daylight,Clear,Rural,not_serious
Female,Sober,41-50,N,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Sideswipe,Uncontrolled,Autumn,weekday,Afternoon Peak,Dusk,Clear,Rural,not_serious
Male,Sober,60+,N,SUV,<5 Years,Straight,Straight,Dry,Intersection,Other,Uncontrolled,Autumn,weekend,Afternoon Peak,Dusk,Clear,Rural,not_serious
Male,Sober,15-20,Y,Car,>10 Years,Straight,Straight,Dry,Not Intersection,Other,Uncontrolled,Autumn,weekday,Night Off-Peak,Dark-Lighted,Clear,Rural,not_serious
Male,Sober,41-50,N,Car,5-10 Years,Turning,Straight,Dry,Not Intersection,Rear End,Uncontrolled,Autumn,weekday,Day Off-Peak,Daylight,Clear,Rural,not_serious
